Elapsed Time,Blood Pressure BP,BioRadio Event,
00:00:00,4.60868835449219,0,
00:00:00.004,4.6875958442688,0,
00:00:00.008,4.60868835449219,0,
00:00:00.012,4.60868835449219,0,
00:00:00.016,4.60868835449219,0,
00:00:00.02,4.52978086471558,0,
00:00:00.024,4.52978086471558,0,
00:00:00.028,4.52978086471558,0,
00:00:00.032,4.52978086471558,0,
00:00:00.036,4.45087337493896,0,
00:00:00.04,4.52978086471558,0,
00:00:00.044,4.52978086471558,0,
00:00:00.048,4.45087337493896,0,
00:00:00.052,4.45087337493896,0,
00:00:00.056,4.37196636199951,0,
00:00:00.06,4.45087337493896,0,
00:00:00.064,4.37196636199951,0,
00:00:00.068,4.37196636199951,0,
00:00:00.072,4.45087337493896,0,
00:00:00.076,4.45087337493896,0,
00:00:00.08,4.37196636199951,0,
00:00:00.084,4.37196636199951,0,
00:00:00.088,4.2930588722229,0,
00:00:00.092,4.2930588722229,0,
00:00:00.096,4.2930588722229,0,
00:00:00.1,4.37196636199951,0,
00:00:00.104,4.37196636199951,0,
00:00:00.108,4.37196636199951,0,
00:00:00.112,4.37196636199951,0,
00:00:00.116,4.37196636199951,0,
00:00:00.12,4.2930588722229,0,
00:00:00.124,4.2930588722229,0,
00:00:00.128,4.2930588722229,0,
00:00:00.132,4.2930588722229,0,
00:00:00.136,4.21415138244629,0,
00:00:00.14,4.2930588722229,0,
00:00:00.144,4.2930588722229,0,
00:00:00.148,4.21415138244629,0,
00:00:00.152,4.21415138244629,0,
00:00:00.156,4.2930588722229,0,
00:00:00.16,4.2930588722229,0,
00:00:00.164,4.21415138244629,0,
00:00:00.168,4.13524389266968,0,
00:00:00.172,4.21415138244629,0,
00:00:00.176,4.21415138244629,0,
00:00:00.18,4.21415138244629,0,
00:00:00.184,4.21415138244629,0,
00:00:00.188,4.21415138244629,0,
00:00:00.192,4.21415138244629,0,
00:00:00.196,4.13524389266968,0,
00:00:00.2,4.21415138244629,0,
00:00:00.204,4.21415138244629,0,
00:00:00.208,4.21415138244629,0,
00:00:00.212,4.21415138244629,0,
00:00:00.216,4.21415138244629,0,
00:00:00.22,4.21415138244629,0,
00:00:00.224,4.13524389266968,0,
00:00:00.228,4.21415138244629,0,
00:00:00.232,4.13524389266968,0,
00:00:00.236,4.13524389266968,0,
00:00:00.24,4.13524389266968,0,
00:00:00.244,4.13524389266968,0,
00:00:00.248,4.13524389266968,0,
00:00:00.252,4.13524389266968,0,
00:00:00.256,4.13524389266968,0,
00:00:00.26,4.05633640289307,0,
00:00:00.264,4.13524389266968,0,
00:00:00.268,4.05633640289307,0,
00:00:00.272,4.13524389266968,0,
00:00:00.276,4.21415138244629,0,
00:00:00.28,4.13524389266968,0,
00:00:00.284,4.13524389266968,0,
00:00:00.288,4.13524389266968,0,
00:00:00.292,4.13524389266968,0,
00:00:00.296,4.13524389266968,0,
00:00:00.3,4.13524389266968,0,
00:00:00.304,4.05633640289307,0,
00:00:00.308,4.13524389266968,0,
00:00:00.312,4.13524389266968,0,
00:00:00.316,4.13524389266968,0,
00:00:00.32,4.05633640289307,0,
00:00:00.324,4.13524389266968,0,
00:00:00.328,4.13524389266968,0,
00:00:00.332,4.13524389266968,0,
00:00:00.336,4.05633640289307,0,
00:00:00.34,4.13524389266968,0,
00:00:00.344,4.13524389266968,0,
00:00:00.348,4.05633640289307,0,
00:00:00.352,4.05633640289307,0,
00:00:00.356,4.13524389266968,0,
00:00:00.36,4.13524389266968,0,
00:00:00.364,4.13524389266968,0,
00:00:00.368,4.13524389266968,0,
00:00:00.372,4.05633640289307,0,
00:00:00.376,4.13524389266968,0,
00:00:00.38,4.13524389266968,0,
00:00:00.384,4.13524389266968,0,
00:00:00.388,4.13524389266968,0,
00:00:00.392,4.13524389266968,0,
00:00:00.396,4.05633640289307,0,
00:00:00.4,4.13524389266968,0,
00:00:00.404,4.13524389266968,0,
00:00:00.408,4.13524389266968,0,
00:00:00.412,4.13524389266968,0,
00:00:00.416,4.13524389266968,0,
00:00:00.42,4.05633640289307,0,
00:00:00.424,4.05633640289307,0,
00:00:00.428,4.13524389266968,0,
00:00:00.432,4.13524389266968,0,
00:00:00.436,4.13524389266968,0,
00:00:00.44,4.13524389266968,0,
00:00:00.444,4.05633640289307,0,
00:00:00.448,4.05633640289307,0,
00:00:00.452,4.05633640289307,0,
00:00:00.456,4.13524389266968,0,
00:00:00.46,4.13524389266968,0,
00:00:00.464,4.05633640289307,0,
00:00:00.468,4.13524389266968,0,
00:00:00.472,4.13524389266968,0,
00:00:00.476,4.13524389266968,0,
00:00:00.48,4.13524389266968,0,
00:00:00.484,4.13524389266968,0,
00:00:00.488,4.13524389266968,0,
00:00:00.492,4.05633640289307,0,
00:00:00.496,4.13524389266968,0,
00:00:00.5,4.13524389266968,0,
00:00:00.504,4.13524389266968,0,
00:00:00.508,4.13524389266968,0,
00:00:00.512,4.13524389266968,0,
00:00:00.516,4.13524389266968,0,
00:00:00.52,4.13524389266968,0,
00:00:00.524,4.13524389266968,0,
00:00:00.528,4.13524389266968,0,
00:00:00.532,4.13524389266968,0,
00:00:00.536,4.13524389266968,0,
00:00:00.54,4.13524389266968,0,
00:00:00.544,4.13524389266968,0,
00:00:00.548,4.13524389266968,0,
00:00:00.552,4.13524389266968,0,
00:00:00.556,4.13524389266968,0,
00:00:00.56,4.05633640289307,0,
00:00:00.564,4.13524389266968,0,
00:00:00.568,4.13524389266968,0,
00:00:00.572,4.13524389266968,0,
00:00:00.576,4.13524389266968,0,
00:00:00.58,4.13524389266968,0,
00:00:00.584,4.13524389266968,0,
00:00:00.588,4.13524389266968,0,
00:00:00.592,4.05633640289307,0,
00:00:00.596,4.13524389266968,0,
00:00:00.6,4.13524389266968,0,
00:00:00.604,4.13524389266968,0,
00:00:00.608,4.13524389266968,0,
00:00:00.612,4.13524389266968,0,
00:00:00.616,4.13524389266968,0,
00:00:00.62,4.13524389266968,0,
00:00:00.624,4.13524389266968,0,
00:00:00.628,4.05633640289307,0,
00:00:00.632,4.13524389266968,0,
00:00:00.636,4.13524389266968,0,
00:00:00.64,4.13524389266968,0,
00:00:00.644,4.13524389266968,0,
00:00:00.648,4.13524389266968,0,
00:00:00.652,4.05633640289307,0,
00:00:00.656,4.13524389266968,0,
00:00:00.66,4.13524389266968,0,
00:00:00.664,4.13524389266968,0,
00:00:00.668,4.13524389266968,0,
